date,ticker,side,qty,price_usd,notional_usd,fee_usd,slippage_usd,note
2022-12-05,CASH,ADD_EUR_INIT,400000.0,1.0544185638427734,421767.4255371094,632.6511383056641,0.0,initial_funding
2022-12-05,ARCC,BUY,4485.771199217034,14.082353591918945,63170.21615982056,12.634043231964112,6.317021615982056,initial_alloc
2022-12-05,BST,BUY,871.7014435138052,24.155906677246094,21056.738719940186,4.211347743988037,2.1056738719940187,initial_alloc
2022-12-05,BXSL,BUY,3666.9605482207603,17.22686004638672,63170.21615982056,12.634043231964112,6.317021615982056,initial_alloc
2022-12-05,DIVO,BUY,1332.822661640641,31.597209930419922,42113.47743988037,8.422695487976075,4.211347743988037,initial_alloc
2022-12-05,JEPI,BUY,1441.5656829452569,43.820560455322266,63170.21615982056,12.634043231964112,6.317021615982056,initial_alloc
2022-12-05,JEPQ,BUY,1331.9376800871325,31.61820411682129,42113.47743988037,8.422695487976075,4.211347743988037,initial_alloc
2022-12-05,MAIN,BUY,2885.804189068115,29.186649322509766,84226.95487976074,16.84539097595215,8.422695487976075,initial_alloc
2022-12-05,OBDC,BUY,4746.631443566131,8.845678329467773,41987.174898323254,8.39743497966465,4.198717489832325,initial_alloc
2022-12-05,RISK,FLAG,0.0,0.0,0.0,0.0,0.0,riskoff=False;defensive=SGOV;target_cash=0.00
2022-12-05,ARCC,SELL,1.345327761436283,14.082353591918945,18.945381233570515,0.0037890762467141033,0.0018945381233570517,monthly_rebalance
2022-12-05,BST,SELL,0.2614320034529282,24.155906677246094,6.315127077854412,0.0012630254155708825,0.0006315127077854412,monthly_rebalance
2022-12-05,BXSL,SELL,1.0997582369948058,17.22686004638672,18.945381233570515,0.0037890762467141033,0.0018945381233570517,monthly_rebalance
2022-12-05,DIVO,SELL,0.39972688042779264,31.597209930419922,12.630254155708826,0.0025260508311417654,0.0012630254155708827,monthly_rebalance
2022-12-05,JEPI,SELL,0.4323400028825849,43.820560455322266,18.945381233570515,0.0037890762467141033,0.0018945381233570517,monthly_rebalance
2022-12-05,JEPQ,SELL,0.3994614655861928,31.61820411682129,12.630254155708826,0.0025260508311417654,0.0012630254155708827,monthly_rebalance
2022-12-05,MAIN,SELL,0.8654816122361763,29.186649322509766,25.260508311417652,0.005052101662283531,0.0025260508311417654,monthly_rebalance
2022-12-05,OBDC,BUY,12.842893473233307,8.845678329467773,113.60410448384297,0.022720820896768596,0.011360410448384298,monthly_rebalance
2022-12-05,RISK,FLAG,0.0,0.0,0.0,0.0,0.0,riskoff=False;defensive=SGOV;target_cash=0.00
2023-01-02,ARCC,SELL,58.19350922062843,13.922463417053223,810.1970032341487,0.16203940064682976,0.08101970032341488,monthly_rebalance
2023-01-02,BXSL,SELL,0.45561964965715934,16.812345504760742,7.660034968794207,0.0015320069937588415,0.0007660034968794208,monthly_rebalance
2023-01-02,DIVO,SELL,13.206367563621273,31.14174461364746,411.2693259402513,0.08225386518805027,0.04112693259402513,monthly_rebalance
2023-01-02,JEPI,SELL,13.049646436276543,43.151573181152344,563.1127731831511,0.11262255463663023,0.05631127731831512,monthly_rebalance
2023-01-02,MAIN,SELL,53.34751898116492,29.017398834228516,1548.0062350930384,0.3096012470186077,0.15480062350930385,monthly_rebalance
2023-01-02,BST,BUY,56.035395330519776,22.147598266601562,1241.049424490553,0.24820988489811063,0.12410494244905532,monthly_rebalance
2023-01-02,JEPQ,BUY,40.04679699497667,29.952722549438477,1199.5105993842226,0.23990211987684454,0.11995105993842227,monthly_rebalance
2023-01-02,OBDC,BUY,106.3258434301847,8.442743301391602,897.6818023850042,0.17953636047700083,0.08976818023850042,monthly_rebalance
2023-01-02,RISK,FLAG,0.0,0.0,0.0,0.0,0.0,riskoff=False;defensive=SGOV;target_cash=0.00
2023-02-01,BST,SELL,95.29986440176376,26.597257614135742,2534.715044085915,0.506943008817183,0.2534715044085915,monthly_rebalance
2023-02-01,BXSL,SELL,103.18381779151392,18.640268325805664,1923.3740505148598,0.384674810102972,0.192337405051486,monthly_rebalance
2023-02-01,MAIN,SELL,9.618346987831044,31.373210906982422,301.75842862576246,0.060351685725152496,0.030175842862576248,monthly_rebalance
2023-02-01,OBDC,SELL,284.92302481125193,9.663471221923828,2753.345450727022,0.5506690901454044,0.2753345450727022,monthly_rebalance
2023-02-01,ARCC,BUY,49.85868383391477,14.834542274475098,739.6307530838967,0.14792615061677936,0.07396307530838968,monthly_rebalance
2023-02-01,DIVO,BUY,88.74457621369643,31.440622329711914,2790.184704545165,0.558036940909033,0.2790184704545165,monthly_rebalance
2023-02-01,JEPI,BUY,83.1252745471698,43.93883514404297,3652.4277346314047,0.730485546926281,0.3652427734631405,monthly_rebalance
2023-02-01,JEPQ,BUY,10.190785127773161,32.03317642211914,326.4432178778656,0.06528864357557312,0.03264432178778656,monthly_rebalance
2023-02-01,RISK,FLAG,0.0,0.0,0.0,0.0,0.0,riskoff=False;defensive=SGOV;target_cash=0.00
2023-03-01,BXSL,SELL,125.87051187270872,19.460195541381836,2449.4647739367356,0.4898929547873471,0.24494647739367356,monthly_rebalance
2023-03-01,MAIN,SELL,144.96116730770618,33.306819915771484,4828.19549429779,0.965639098859558,0.482819549429779,monthly_rebalance
2023-03-01,OBDC,SELL,66.51483796329384,9.875452995300293,656.8641557965238,0.1313728311593048,0.0656864155796524,monthly_rebalance
2023-03-01,ARCC,BUY,108.6475617853612,14.585795402526855,1584.711107184674,0.3169422214369348,0.1584711107184674,monthly_rebalance
2023-03-01,BST,BUY,60.80638993354839,24.962080001831055,1517.8539701437694,0.3035707940287539,0.15178539701437696,monthly_rebalance
2023-03-01,DIVO,BUY,43.80971120794606,30.708271026611328,1345.3204853711795,0.2690640970742359,0.13453204853711795,monthly_rebalance
2023-03-01,JEPI,BUY,52.50944749901453,42.7647705078125,2245.5544717873854,0.4491108943574771,0.22455544717873854,monthly_rebalance
2023-03-01,JEPQ,BUY,39.41653755755474,31.365644454956055,1236.3251026756839,0.2472650205351368,0.1236325102675684,monthly_rebalance
2023-03-01,RISK,FLAG,0.0,0.0,0.0,0.0,0.0,riskoff=False;defensive=SGOV;target_cash=0.00
2023-04-02,BST,SELL,34.635327772527354,25.850427627563477,895.3380339406577,0.17906760678813155,0.08953380339406578,monthly_rebalance
2023-04-02,DIVO,SELL,28.227289204716495,31.17379379272461,879.9516929954334,0.1759903385990867,0.08799516929954335,monthly_rebalance
2023-04-02,JEPI,SELL,48.21194640611174,43.92319107055664,2117.6225338790828,0.4235245067758166,0.2117622533879083,monthly_rebalance
2023-04-02,JEPQ,SELL,107.70613436864302,33.78585433959961,3638.9437672603162,0.7277887534520633,0.36389437672603164,monthly_rebalance
2023-04-02,ARCC,BUY,118.37122955266673,14.15358829498291,1675.377649059359,0.33507552981187183,0.16753776490593592,monthly_rebalance
2023-04-02,BXSL,BUY,17.529823849135248,19.27277946472168,337.84842909980216,0.06756968581996044,0.03378484290998022,monthly_rebalance
2023-04-02,MAIN,BUY,126.06433725296138,31.663253784179688,3991.6071035749337,0.7983214207149868,0.3991607103574934,monthly_rebalance
2023-04-02,OBDC,BUY,160.3991269830712,9.491978645324707,1522.5050880520378,0.30450101761040754,0.15225050880520377,monthly_rebalance
